kanji,reading,level,pos,meaning_en
ヘリコプター,ヘリコプター,,n,"helicopter"
～遍,～へん,,unknown,""
～弁,～べん,,unknown,""
編集,へんしゅう,,n,"editing"
便所,べんじょ,,n,"toilet"
ペンチ,ペンチ,,n,"cutting pliers"
～歩,～ほ,,unknown,""
～ぽい,～ぽい,,unknown,""
～ほう (ひかく),～ほう (ひかく),,unknown,""
防～,ぼう～,,unknown,""
望遠鏡,ぼうえんきょう,,n,"telescope"
方角,ほうがく,,n,"direction"
箒,ほうき,,n,"broom"
方言,ほうげん,,n,"dialect"
坊さん,ぼうさん,,n,"Buddhist priest"
防止,ぼうし,,n,"prevention"
方針,ほうしん,,n,"policy"
法則,ほうそく,,n,"law"
包帯,ほうたい,,n,"bandage"
膨大,ぼうだい,,adj-na,"huge"
包丁,ほうちょう,,n,"kitchen knife"
方程式,ほうていしき,,n,"equation"
防犯,ぼうはん,,n,"prevention of crime"
方面,ほうめん,,n,"direction"
坊や,ぼうや,,n,"boy"
放る,ほうる,,v5r,"to throw"
ボーナス,ボーナス,,n,"bonus"
朗らか,ほがらか,,adj-na,"cheerful"
牧場,ぼくじょう,,n,"farm (livestock)"
牧畜,ぼくちく,,n,"stock-farming"
保健,ほけん,,n,"preservation of health"
募集,ぼしゅう,,n,"recruitment"
干す,ほす,,v5s,"to air"
ポスター,ポスター,,n,"poster"
北極,ほっきょく,,n,"North Pole"
坊っちゃん,ぼっちゃん,,n,"(another's) son"
解く,ほどく,,v5k,"to undo"
掘る,ほる,,v5r,"to dig"
彫る,ほる,,v5r,"to carve"
ぼろ,ぼろ,,pref,"tremendous"
盆,ぼん,,n,"tray"
盆地,ぼんち,,n,"basin (e.g. between mountains)"
ほんの～,ほんの～,,unknown,""
本部,ほんぶ,,n,"headquarters"
本来,ほんらい,,adv,"originally"
まあまあ,まあまあ,,adj-no,"so-so"
毎～,まい～,,unknown,""
枚数,まいすう,,n,"the number of flat things"
毎度,まいど,,n,"each time"
枕,まくら,,n,"pillow"
曲げる,まげる,,v1,"to bend"
まごまご,まごまご,,adv,"confused"
摩擦,まさつ,,n,"friction"
マスク,マスク,,n,"(face) mask"
またぐ,またぐ,,unknown,""
待合室,まちあいしつ,,n,"waiting room"
待ち合わせる,まちあわせる,,v1,"to rendezvous"
街角,まちかど,,n,"street corner"
真っ暗,まっくら,,adj-na,"pitch-dark"
真っ黒,まっくろ,,adj-na,"pitch black"
真っ青,まっさお,,adj-na,"deep blue"
真っ先,まっさき,,n,"the head"
真っ白,まっしろ,,adj-na,"pure white"
祭る,まつる,,v5r,"to deify"
窓口,まどぐち,,n,"counter"
真似る,まねる,,v1,"to mimic"
まぶた,まぶた,,unknown,""
マフラー,マフラー,,n,"(thick) scarf"
間も無く,まもなく,,adv,"soon"
マラソン,マラソン,,n,"marathon"
稀,まれ,,adj-na,"rare"
回り道,まわりみち,,n,"detour"
満員,まんいん,,n,"full house"
マンション,マンション,,n,"condominium (usu. mid or high-rise)"
満点,まんてん,,n,"perfect score"
未～,み～,,unknown,""
見上げる,みあげる,,v1,"to look up at"
見送る,みおくる,,v5r,"to see (someone) off"
見下ろす,みおろす,,v5s,"to overlook"
見掛け,みかけ,,n,"outward appearance"
三日月,みかづき,,n,"crescent moon"
岬,みさき,,n,"cape (on coast)"
みじめ,みじめ,,unknown,""
ミシン,ミシン,,n,"sewing machine"
自ら,みずから,,n,"oneself"
水着,みずぎ,,n,"bathing suit"
店屋,みせや,,n,"store"
～みたい,～みたい,,unknown,""
見出し,みだし,,n,"heading"
道順,みちじゅん,,n,"route"
みっともない,みっともない,,unknown,""
見詰める,みつめる,,v1,"to stare (at)"
見直す,みなおす,,v5s,"to look at again"
見慣れる,みなれる,,v1,"to get used to seeing"
醜い,みにくい,,adj-i,"ugly"
実る,みのる,,v5r,"to bear fruit"
身分,みぶん,,n,"(social) standing"
見本,みほん,,n,"sample"
見舞う,みまう,,v5u,"to visit and comfort or console"
未満,みまん,,n-suf,"less than"
名字,みょうじ,,n,"surname"
ミリ (メートル),ミリ (メートル),,unknown,""
民間,みんかん,,adj-no,"private"
民主～,みんしゅ～,,unknown,""
民謡,みんよう,,n,"folk song"
～向け,～むけ,,unknown,""
無限,むげん,,n,"infinity"
無地,むじ,,adj-no,"plain"
矛盾,むじゅん,,n,"contradiction"
無数,むすう,,adj-no,"innumerable"
紫,むらさき,,n,"purple"
群れ,むれ,,n,"group"
姪,めい,,n,"niece"
名～,めい～,,unknown,""
～名,～めい,,unknown,""
名作,めいさく,,n,"masterpiece"
名所,めいしょ,,n,"famous place"
命ずる,めいずる,,vz,"to order"
迷信,めいしん,,n,"superstition"
名物,めいぶつ,,n,"famous product"
銘々,めいめい,,adv,"each"
恵まれる,めぐまれる,,v1,"to be blessed with"
巡る,めぐる,,v5r,"to go around"
目指す,めざす,,v5s,"to aim at (for, to do, to become)"
目覚し,めざまし,,n,"alarm clock"
目下,めした,,n,"subordinate"
目印,めじるし,,n,"mark (for quick identification or recognition)"
目立つ,めだつ,,v5t,"to be conspicuous"
めちゃくちゃ,めちゃくちゃ,,unknown,""
めっきり,めっきり,,adv,"remarkably"
めでたい,めでたい,,unknown,""
メニュー,メニュー,,n,"menu"
めまい,めまい,,unknown,""
目安,めやす,,n,"criterion"
免税,めんぜい,,n,"tax exemption"
面積,めんせき,,n,"area (measurement)"
面倒臭い,めんどうくさい,,adj-i,"bothersome"
儲かる,もうかる,,v5r,"to be profitable"
儲ける,もうける,,v1,"to profit"
申し訳ない,もうしわけない,,exp,"I'm sorry"
モーター,モーター,,n,"motor"
木材,もくざい,,n,"lumber"
目次,もくじ,,n,"table of contents"
潜る,もぐる,,v5r,"to dive (into or under water)"
もしかしたら,もしかしたら,,unknown,""
もたれる,もたれる,,unknown,""
モダン,モダン,,adj-na,"modern"
餅,もち,,n,"mochi"
～もち,～もち,,unknown,""
モデル,モデル,,n,"model"
元々,もともと,,adv,"originally"
物置,ものおき,,n,"storage room"
物語る,ものがたる,,v5r,"to tell (a story)"
物差し,ものさし,,n,"ruler"
物凄い,ものすごい,,adj-i,"terrific"
モノレール,モノレール,,n,"monorail"
紅葉,もみじ,,n,"maple (tree)"
揉む,もむ,,v5m,"to rub"
催し,もよおし,,n,"event"
盛る,もる,,v5r,"to serve (in a bowl, on a plate, etc.)"
～問,～もん,,unknown,""
問答,もんどう,,n,"questions and answers"
～夜,～や,,unknown,""
やかましい,やかましい,,unknown,""
夜間,やかん,,n,"night"
やかん,やかん,,unknown,""
役者,やくしゃ,,n,"actor"
役所,やくしょ,,n,"government office"
役人,やくにん,,n,"government official"
薬品,やくひん,,n,"medicine"
役目,やくめ,,n,"duty"
火傷,やけど,,n,"burn"
夜行,やこう,,n,"night travel"
矢印,やじるし,,n,"arrow (symbol)"
やたらに,やたらに,,unknown,""
薬局,やっきょく,,n,"pharmacy"
やっつける,やっつける,,unknown,""
家主,やぬし,,n,"landlord"
やっぱり,やっぱり,,unknown,""
破く,やぶく,,v5k,"to tear"
やむをえない,やむをえない,,unknown,""
軟らかい,やわらかい,,adj-i,"soft"
遊園地,ゆうえんち,,n,"amusement park"
夕刊,ゆうかん,,n,"evening edition (of a daily newspaper)"
郵送,ゆうそう,,n,"mailing"
夕立,ゆうだち,,n,"(sudden, heavy) shower (on a summer afternoon or evening)"
夕日,ゆうひ,,n,"evening sun"
悠々,ゆうゆう,,adj-t,"quiet"
有料,ゆうりょう,,adj-no,"fee-charging"
浴衣,ゆかた,,n,"yukata"
行方,ゆくえ,,n,"(one's) whereabouts"
湯気,ゆげ,,n,"steam"
輸血,ゆけつ,,n,"blood transfusion"
輸送,ゆそう,,n,"transport"
油断,ゆだん,,n,"negligence"
湯飲み,ゆのみ,,n,"teacup"
緩い,ゆるい,,adj-i,"loose"
溶岩,ようがん,,n,"lava"
用語,ようご,,n,"term"
要旨,ようし,,n,"(main) point"
幼児,ようじ,,n,"young child"
容積,ようせき,,n,"capacity"
幼稚,ようち,,n,"infancy"
幼稚園,ようちえん,,n,"kindergarten (in Japan, non-compulsory education from age 3 until primary school)"
用途,ようと,,n,"use"
洋品店,ようひんてん,,n,"shop that handles Western-style apparel and accessories"
養分,ようぶん,,n,"nutrient"
羊毛,ようもう,,n,"wool"
漸く,ようやく,,adv,"finally"
要領,ようりょう,,n,"point"
翌～,よく～,,unknown,""
欲張り,よくばり,,n,"greed"
余計,よけい,,adj-na,"extra"
よこす,よこす,,unknown,""
余所,よそ,,n,"another place"
四つ角,よつかど,,n,"four corners"
酔っ払い,よっぱらい,,n,"drunkard"
予備,よび,,n,"reserve"
呼び掛ける,よびかける,,v1,"to call out to"
呼び出す,よびだす,,v5s,"to call (someone) to (the door, phone, etc.)"
蘇る,よみがえる,,v5r,"to be resurrected"
慶ぶ,よろこぶ,,v5b,"to be delighted"
～等,～ら,,unknown,""
来日,らいにち,,n,"coming to Japan"
落第,らくだい,,n,"failure (in an examination)"
ラッシュアワー,ラッシュアワー,,n,"rush hour"
欄,らん,,n,"section (e.g. in a newspaper)"
ランチ,ランチ,,n,"lunch"
ランニング,ランニング,,n,"running"
乱暴,らんぼう,,n,"violence"
理科,りか,,n,"science (inc. mathematics, medicine, etc.)"
利害,りがい,,n,"advantages and disadvantages"
段階,だんかい,,n,"stage"
短期,たんき,,adj-no,"short-term"
炭鉱,たんこう,,n,"coal mine"
短所,たんしょ,,n,"defect"
たんす,たんす,,unknown,""
淡水,たんすい,,n,"fresh water (i.e. not salt water)"
断水,だんすい,,n,"suspension of water supply"
単数,たんすう,,adj-no,"single"
団地,だんち,,n,"multi-unit apartments"
断定,だんてい,,n,"conclusion"
短編,たんぺん,,n,"short (e.g. story, film)"
誓う,ちかう,,v5u,"to swear"
地下水,ちかすい,,n,"groundwater"
近々,ちかぢか,,adv,"soon"
近付ける,ちかづける,,v1,"to bring near"
近寄る,ちかよる,,v5r,"to approach"
力強い,ちからづよい,,adj-i,"powerful"
ちぎる,ちぎる,,unknown,""
地質,ちしつ,,n,"geological features"
知人,ちじん,,n,"friend"
地帯,ちたい,,n,"zone"
縮む,ちぢむ,,v5m,"to shrink"
縮める,ちぢめる,,v1,"to shorten"
縮れる,ちぢれる,,v1,"to be wavy"
チップ,チップ,,n,"tip"
地点,ちてん,,n,"spot"
地名,ちめい,,n,"place name"
茶色い,ちゃいろい,,adj-i,"light brown"
～着,～ちゃく,,unknown,""
着々,ちゃくちゃく,,adv,"steadily"
中間,ちゅうかん,,n,"middle"
中旬,ちゅうじゅん,,n,"middle ten days of a month"
抽象,ちゅうしょう,,n,"abstraction"
中世,ちゅうせい,,n,"Middle Ages (in Japan esp. the Kamakura and Muromachi periods)"
中性,ちゅうせい,,n,"neutrality (incl. chemical, electrical, etc.)"
中途,ちゅうと,,n,"halfway"
中年,ちゅうねん,,n,"middle-age"
長～,ちょう～,,unknown,""
～庁,～ちょう,,unknown,""
～兆,～ちょう,,unknown,""
～長,～ちょう,,unknown,""
～帳,～ちょう,,unknown,""
超過,ちょうか,,n,"excess"
彫刻,ちょうこく,,n,"carving"
長所,ちょうしょ,,n,"strong point"
長女,ちょうじょ,,n,"eldest daughter"
調整,ちょうせい,,n,"adjustment"
調節,ちょうせつ,,n,"regulation"
長短,ちょうたん,,n,"(relative) length"
頂点,ちょうてん,,n,"vertex"
長男,ちょうなん,,n,"eldest son (may be the only son)"
長方形,ちょうほうけい,,n,"rectangle"
調味料,ちょうみりょう,,n,"seasoning"
～丁目,～ちょうめ,,unknown,""
チョーク,チョーク,,n,"chalk"
直後,ちょくご,,n,"immediately following"
直線,ちょくせん,,n,"straight line"
直前,ちょくぜん,,n,"just before"
直通,ちょくつう,,n,"direct line"
直流,ちょくりゅう,,n,"direct current"
貯蔵,ちょぞう,,n,"storage"
直角,ちょっかく,,n,"right angle"
直径,ちょっけい,,n,"diameter"
散らかす,ちらかす,,v5s,"to scatter around"
散らかる,ちらかる,,v5r,"to be in disorder"
塵紙,ちりがみ,,n,"tissue paper"
追加,ついか,,n,"addition"
ついで,ついで,,unknown,""
～通,～つう,,unknown,""
通ずる,つうずる,,vz,"to be open (to traffic)"
通知,つうち,,n,"notice"
通帳,つうちょう,,n,"passbook"
通用,つうよう,,n,"(common) use (of a language, currency, etc.)"
通路,つうろ,,n,"passage"
～遣い,～づかい,,unknown,""
～付,～つき,,unknown,""
突き当たり,つきあたり,,n,"end (of a street, hallway, etc.)"
突き当たる,つきあたる,,v5r,"to run into"
月日,つきひ,,n,"time"
～続く,～つづく,,unknown,""
突っ込む,つっこむ,,v5m,"to thrust (something) into (something)"
務める,つとめる,,v1,"to work (for)"
努める,つとめる,,v1,"to endeavor (to do)"
綱,つな,,n,"rope"
繋がり,つながり,,n,"connection"
粒,つぶ,,n,"grain"
潰す,つぶす,,v5s,"to smash"
潰れる,つぶれる,,v1,"to be crushed"
つまずく,つまずく,,unknown,""
詰まる,つまる,,v5r,"to be packed (with)"
爪,つめ,,n,"nail (e.g. fingernail, toenail)"
艶,つや,,n,"gloss"
強気,つよき,,adj-na,"confident"
～辛い,～づらい,,unknown,""
釣り合う,つりあう,,v5u,"to balance"
吊る,つる,,v5r,"to hang"
吊す,つるす,,v5s,"to hang"
手洗い,てあらい,,n,"washing one's hands"
低～,てい～,,unknown,""
定員,ていいん,,n,"fixed number (of people)"
定価,ていか,,n,"list price"
低下,ていか,,n,"fall"
定期券,ていきけん,,n,"commuter pass"
定休日,ていきゅうび,,n,"regular holiday"
停止,ていし,,n,"stoppage"
停車,ていしゃ,,n,"stopping (of a train, car, etc.)"
出入り,でいり,,n,"going in and out"
出入口,でいりぐち,,n,"exit and entrance"
手入れ,ていれ,,n,"care"
テーマ,テーマ,,n,"theme"
～滴,～てき,,unknown,""
出来上がり,できあがり,,n,"completion"
出来上がる,できあがる,,v5r,"to be completed"
的確,てきかく,,adj-na,"accurate"
適確,てきかく,,adj-na,"accurate"
手首,てくび,,n,"wrist"
凸凹,でこぼこ,,n,"unevenness"
手頃,てごろ,,adj-na,"handy"
弟子,でし,,n,"pupil"
でたらめ,でたらめ,,unknown,""
手帳,てちょう,,n,"notebook"
鉄橋,てっきょう,,n,"railway bridge"
手続き,てつづき,,n,"procedure"
鉄砲,てっぽう,,n,"gun"
テニスコート,テニスコート,,n,"tennis court"
手拭い,てぬぐい,,n,"(hand) towel"
手前,てまえ,,n,"before oneself"
出迎え,でむかえ,,n,"meeting"
照らす,てらす,,v5s,"to shine on"
照る,てる,,v5r,"to shine"
～点,～てん,,unknown,""
展開,てんかい,,n,"development"
伝記,でんき,,n,"biography"
電球,でんきゅう,,n,"light bulb"
点数,てんすう,,n,"marks"
伝染,でんせん,,n,"contagion"
電池,でんち,,n,"battery"
点々,てんてん,,adv,"here and there"
転々,てんてん,,adv,"moving from place to place"
電柱,でんちゅう,,n,"utility pole"
天皇,てんのう,,n,"Emperor of Japan"
作法,さほう,,n,"manners"
様々,さまざま,,adj-na,"various"
冷ます,さます,,v5s,"to cool (e.g. from a high temperature to room temperature)"
覚ます,さます,,v5s,"to awaken"
冷める,さめる,,v1,"to cool down"
覚める,さめる,,v1,"to wake"
左右,さゆう,,n,"left and right"
皿,さら,,n,"plate"
更に,さらに,,adv,"furthermore"
去る,さる,,v5r,"to leave"
猿,さる,,n,"monkey (esp. the Japanese macaque, Macaca fuscata)"
騒ぎ,さわぎ,,n,"uproar"
参加,さんか,,n,"participation"
参考,さんこう,,n,"reference"
賛成,さんせい,,n,"approval"
酸性,さんせい,,n,"acidity"
酸素,さんそ,,n,"oxygen (O)"
氏,し,,suf,"Mr"
詩,し,,n,"poem"
幸せ,しあわせ,,n,"happiness"
ジーンズ,ジーンズ,,n,"jeans"
ジェット機,ジェットき,,n,"jet aeroplane"
四角,しかく,,adj-na,"quadrilateral"
直に,じかに,,adv,"directly"
しかも,しかも,,unknown,""
四季,しき,,n,"the four seasons"
直,じき,,adj-na,"soon"
時期,じき,,n,"time"
支給,しきゅう,,n,"provision"
至急,しきゅう,,adj-no,"urgent"
しきりに,しきりに,,unknown,""
刺激,しげき,,n,"stimulus"
資源,しげん,,n,"resources"
事件,じけん,,n,"event"
時刻,じこく,,n,"time"
自殺,じさつ,,n,"suicide"
事実,じじつ,,adv,"fact"
支出,ししゅつ,,n,"expenditure"
事情,じじょう,,n,"circumstances"
詩人,しじん,,n,"poet"
自身,じしん,,n,"(one's) self"
沈む,しずむ,,v5m,"to sink"
自然,しぜん,,n,"nature"
思想,しそう,,n,"thought"
舌,した,,n,"tongue"
次第,しだい,,suf,"depending on"
従う,したがう,,v5u,"to obey (an order, law, etc.)"
したがって,したがって,,unknown,""
親しい,したしい,,adj-i,"close (e.g. friend)"
質,しつ,,n,"quality"
失業,しつぎょう,,n,"unemployment"
湿気,しっけ,,n,"moisture"
実験,じっけん,,n,"experiment"
実現,じつげん,,n,"implementation (e.g. of a system)"
実行,じっこう,,n,"execution (e.g. of a plan)"
実際,じっさい,,n,"reality"
実施,じっし,,n,"enforcement"
湿度,しつど,,n,"humidity"
じっと,じっと,,unknown,""
実に,じつに,,adv,"indeed"
実は,じつは,,exp,"as a matter of fact"
失望,しつぼう,,n,"disappointment"
実力,じつりょく,,n,"(real) ability"
支店,してん,,n,"branch office"
指導,しどう,,n,"guidance"
自動,じどう,,adj-no,"automatic"
児童,じどう,,n,"children"
品,しな,,n,"article"
支配,しはい,,n,"rule"
芝居,しばい,,n,"play"
しばしば,しばしば,,vs,"(blinking) repeatedly"
芝生,しばふ,,n,"lawn"
支払,しはらい,,n,"payment"
支払う,しはらう,,v5u,"to pay"
死亡,しぼう,,n,"death"
資本,しほん,,n,"funds"
姉妹,しまい,,n,"sisters"
しまった (かん),しまった (かん),,unknown,""
自慢,じまん,,n,"pride"
地味,じみ,,adj-na,"plain"
示す,しめす,,v5s,"to (take out and) show"
占める,しめる,,v1,"to occupy"
湿る,しめる,,v5r,"to become damp"
下,しも,,n,"lower reaches (of a river)"
霜,しも,,n,"frost"
借金,しゃっきん,,n,"debt"
しゃべる,しゃべる,,unknown,""
週,しゅう,,n,"week"
州,しゅう,,n,"state (of the US, Australia, India, Germany, etc.)"
銃,じゅう,,n,"gun"
周囲,しゅうい,,n,"surroundings"
収穫,しゅうかく,,n,"harvest"
宗教,しゅうきょう,,n,"religion"
重視,じゅうし,,n,"regarding as important"
就職,しゅうしょく,,n,"finding employment"
ジュース,ジュース,,n,"juice"
修正,しゅうせい,,n,"amendment"
重体,じゅうたい,,n,"serious condition"
渋滞,じゅうたい,,n,"(traffic) congestion"
重大,じゅうだい,,adj-na,"serious"
住宅,じゅうたく,,n,"residence"
集団,しゅうだん,,n,"group"
集中,しゅうちゅう,,n,"concentration (on a task)"
収入,しゅうにゅう,,n,"income"
住民,じゅうみん,,n,"inhabitant"
重要,じゅうよう,,adj-na,"important"
修理,しゅうり,,n,"repair"
主義,しゅぎ,,n,"doctrine"
宿泊,しゅくはく,,n,"accommodation"
手術,しゅじゅつ,,n,"surgery"
首相,しゅしょう,,n,"prime minister"
手段,しゅだん,,n,"means"
主張,しゅちょう,,n,"claim"
出場,しゅつじょう,,n,"participation (in a tournament, match, race, etc.)"
出身,しゅっしん,,n,"one's origin (e.g. city, country, parentage, school)"
出版,しゅっぱん,,n,"publication"
首都,しゅと,,n,"capital (city)"
主婦,しゅふ,,n,"housewife"
主要,しゅよう,,adj-na,"chief"
需要,じゅよう,,n,"demand"
種類,しゅるい,,n,"variety"
順,じゅん,,n,"order"
瞬間,しゅんかん,,n,"moment"
順調,じゅんちょう,,adj-na,"favourable"
順番,じゅんばん,,n,"order"
使用,しよう,,n,"use"
小,しょう,,n,"smallness"
章,しょう,,n,"chapter"
賞,しょう,,n,"prize"
上,じょう,,suf,"from the standpoint of"
障害,しょうがい,,n,"obstacle"
奨学金,しょうがくきん,,n,"scholarship"
乗客,じょうきゃく,,n,"passenger"
上京,じょうきょう,,n,"going (up) to the capital"
状況,じょうきょう,,n,"state of affairs"
条件,じょうけん,,n,"condition"
正午,しょうご,,n,"noon"
正直,しょうじき,,adj-na,"honest"
常識,じょうしき,,n,"common sense"
少女,しょうじょ,,n,"girl (usu. between 7 and 17)"
少々,しょうしょう,,adv,"a little"
症状,しょうじょう,,n,"symptoms"
生じる,しょうじる,,v1,"to produce"
状態,じょうたい,,n,"state"
上達,じょうたつ,,n,"improvement (e.g. in skill, ability)"
冗談,じょうだん,,n,"joke"
上等,じょうとう,,adj-no,"superior"
衝突,しょうとつ,,n,"collision"
商人,しょうにん,,n,"merchant"
承認,しょうにん,,n,"recognition"
少年,しょうねん,,n,"boy"
商売,しょうばい,,n,"trade"
消費,しょうひ,,n,"consumption"
商品,しょうひん,,n,"commodity"
賞品,しょうひん,,n,"prize"
消防,しょうぼう,,n,"fire fighting"
情報,じょうほう,,n,"information"
証明,しょうめい,,n,"proof"
省略,しょうりゃく,,n,"omission"
女王,じょおう,,n,"queen"
職,しょく,,n,"job"
職業,しょくぎょう,,n,"occupation"
食卓,しょくたく,,n,"dining table"
食品,しょくひん,,n,"food"
植物,しょくぶつ,,n,"plant"
食物,しょくもつ,,n,"food"
食欲,しょくよく,,n,"appetite (for food)"
食料,しょくりょう,,n,"food"
食糧,しょくりょう,,n,"food (esp. staple food such as rice or wheat)"
書斎,しょさい,,n,"study"
女子,じょし,,n,"woman"
助手,じょしゅ,,n,"assistant"
徐々に,じょじょに,,adv,"gradually"
署名,しょめい,,n,"signature"
書物,しょもつ,,n,"book"
女優,じょゆう,,n,"actress"
処理,しょり,,n,"processing"
書類,しょるい,,n,"document"
知らせ,しらせ,,n,"news"
尻,しり,,n,"buttocks"
知合い,しりあい,,n,"acquaintance"
印,しるし,,n,"mark"
城,しろ,,n,"castle"
進学,しんがく,,n,"advancing to the next stage of education"
神経,しんけい,,n,"nerve"
真剣,しんけん,,adj-na,"serious"
信仰,しんこう,,n,"(religious) faith"
信号,しんごう,,n,"signal"
人工,じんこう,,n,"artificial"
深刻,しんこく,,adj-na,"serious"
診察,しんさつ,,n,"medical examination"
人種,じんしゅ,,n,"race (of people)"
信じる,しんじる,,v1,"to believe"
人生,じんせい,,n,"(one's) life"
親戚,しんせき,,n,"relative"
新鮮,しんせん,,adj-na,"fresh"
心臓,しんぞう,,n,"heart"
身体,しんたい,,n,"body"
身長,しんちょう,,n,"height (of a person)"
慎重,しんちょう,,adj-na,"careful"
審判,しんぱん,,n,"judgement"
人物,じんぶつ,,n,"person"
進歩,しんぽ,,n,"progress"
親友,しんゆう,,n,"close friend"
信用,しんよう,,n,"confidence"
信頼,しんらい,,n,"trust (in)"
心理,しんり,,n,"state of mind"
人類,じんるい,,n,"mankind"
巣,す,,n,"nest"
酢,す,,n,"vinegar"
図,ず,,n,"drawing"
水準,すいじゅん,,n,"level"
推薦,すいせん,,n,"recommendation"
スイッチ,スイッチ,,n,"switch"
睡眠,すいみん,,n,"sleep"
数,すう,,pref,"several"
数字,すうじ,,n,"numeral"
スープ,スープ,,n,"(Western) soup"
末,すえ,,n,"end"
姿,すがた,,n,"figure"
スキー,スキー,,n,"skiing"
救う,すくう,,v5u,"to rescue from"
すくなくとも,すくなくとも,,unknown,""
優れる,すぐれる,,v1,"to be better (than)"
スケート,スケート,,n,"skating (esp. ice)"
スケジュール,スケジュール,,n,"schedule"
少しも,すこしも,,adv,"(not) at all"
過ごす,すごす,,v5s,"to spend (time)"
筋,すじ,,n,"muscle"
進める,すすめる,,v1,"to advance"
勧める,すすめる,,v1,"to recommend (someone to do)"
スター,スター,,n,"star (actor, athlete, etc.)"
スタイル,スタイル,,n,"(one's) figure"
スタンド,スタンド,,n,"stands"
頭痛,ずつう,,n,"headache"
ずっと,ずっと,,adv,"continuously"
すっぱい,すっぱい,,unknown,""
すてき,すてき,,unknown,""
既に,すでに,,adv,"already"
すなわち,すなわち,,unknown,""
スピーチ,スピーチ,,n,"speech"
全て,すべて,,n,"everything"
済ませる,すませる,,v1,"to finish"
角,すみ,,n,"corner"
墨,すみ,,n,"sumi"
すみません (かん),すみません (かん),,unknown,""
澄む,すむ,,v5m,"to become clear (water, air, etc.)"
清む,すむ,,v5m,"to become clear (water, air, etc.)"
刷る,する,,v5r,"to print"
為る,する,,vs-i,"to do"
鋭い,するどい,,adj-i,"sharp (knife, claws, etc.)"
すれ違う,すれちがう,,v5u,"to pass (by) each other"
ずれる,ずれる,,v1,"to slide"
正,せい,,n,"(logical) true"
生,せい,,n,"life"
性,せい,,n,"nature (of a person)"
姓,せい,,n,"surname"
所為,せい,,n,"consequence"
税,ぜい,,n,"tax"
性格,せいかく,,n,"character (of a person)"
正確,せいかく,,adj-na,"accurate"
世紀,せいき,,n,"century"
請求,せいきゅう,,n,"claim"
税金,ぜいきん,,n,"tax"
清潔,せいけつ,,adj-na,"clean"
制限,せいげん,,n,"restriction"
成功,せいこう,,n,"success"
正式,せいしき,,adj-na,"formal"
性質,せいしつ,,n,"nature (of a person)"
精神,せいしん,,n,"mind"
成人,せいじん,,n,"adult"
精々,せいぜい,,adv,"at the most"
成績,せいせき,,n,"results"
製造,せいぞう,,n,"manufacture"
贅沢,ぜいたく,,n,"luxury"
成長,せいちょう,,n,"growth"
生長,せいちょう,,n,"growth (of a plant)"
制度,せいど,,n,"system"
青年,せいねん,,n,"youth"
生年月日,せいねんがっぴ,,n,"birth date"
製品,せいひん,,n,"manufactured goods"
政府,せいふ,,n,"government"
生物,せいぶつ,,n,"living thing"
生命,せいめい,,n,"life"
整理,せいり,,n,"sorting"
咳,せき,,n,"cough"
石炭,せきたん,,n,"coal"
責任,せきにん,,n,"duty"
石油,せきゆ,,n,"oil"
世間,せけん,,n,"world"
説,せつ,,n,"theory"
積極的,せっきょくてき,,adj-na,"positive"
設計,せっけい,,n,"plan"
絶対,ぜったい,,adv,"absolutely"
セット,セット,,n,"set (of things)"
愛,あい,,n,"love"
相変わらず,あいかわらず,,adv,"as usual"
愛情,あいじょう,,n,"love"
合図,あいず,,n,"sign"
アイスクリーム,アイスクリーム,,n,"ice cream"
愛する,あいする,,vs-s,"to love"
相手,あいて,,n,"companion"
あいにく,あいにく,,unknown,""
遭う,あう,,v5u,"to meet"
アウト,アウト,,unknown,""
明かり,あかり,,n,"light"
空き,あき,,n,"space"
明らか,あきらか,,adj-na,"clear"
諦める,あきらめる,,v1,"to give up"
飽きる,あきる,,v1,"to get tired of"
握手,あくしゅ,,n,"handshake"
悪魔,あくま,,n,"devil"
明ける,あける,,v1,"to open (a door, etc.)"
揚げる,あげる,,v1,"to deep-fry"
挙げる,あげる,,v1,"to give (an example)"
預かる,あずかる,,v5r,"to look after"
預ける,あずける,,v1,"to leave (in someone's keeping)"
汗,あせ,,n,"sweat"
与える,あたえる,,v1,"to give (esp. to someone of lower status)"
温かい,あたたかい,,adj-i,"warm"
暖まる,あたたまる,,v5r,"to warm oneself"
温まる,あたたまる,,v5r,"to warm oneself"
暖める,あたためる,,v1,"to warm (up)"
温める,あたためる,,v1,"to warm (up)"
辺り,あたり,,n,"(in the) neighbourhood"
当たり前,あたりまえ,,adj-no,"natural"
当たる,あたる,,v5r,"to be hit"
あちこち,あちこち,,unknown,""
扱う,あつかう,,v5u,"to deal with (a person)"
集まり,あつまり,,n,"gathering"
当てる,あてる,,v1,"to hit"
跡,あと,,n,"trace"
穴,あな,,n,"hole"
油,あぶら,,n,"oil"
脂,あぶら,,n,"fat"
誤り,あやまり,,n,"error"
粗,あら,,n,"remaining bony parts (of a fish after filleting)"
嵐,あらし,,n,"storm"
争う,あらそう,,v5u,"to compete"
新た,あらた,,adj-na,"new"
あらゆる,あらゆる,,unknown,""
表す,あらわす,,v5s,"to represent"
現す,あらわす,,v5s,"to represent"
著す,あらわす,,v5s,"to write"
現れ,あらわれ,,n,"embodiment"
現れる,あらわれる,,v1,"to appear"
